rank,uri,artist_names,track_name,peak_rank,previous_rank,weeks_on_chart,streams,date,country,source
12,spotify:track:27OeeYzk6klgBh83TSvGMA,The Kid LAROI,WITHOUT YOU,8,12,14,3985755,2021-02-18,US,Columbia
13,spotify:track:6Im9k8u9iIzKMrmV7BWtlF,Ariana Grande,34+35,2,11,16,3958274,2021-02-18,US,Republic Records
14,spotify:track:4MzXwWMhyBbmu6hOcLVD49,"Bad Bunny, Jhayco",DÁKITI,1,10,16,3791289,2021-02-18,US,Rimas Entertainment LLC
15,spotify:track:2etHQJxIbV0soyPhelVs9Y,"Saweetie, Doja Cat",Best Friend (feat. Doja Cat),14,14,6,3749653,2021-02-18,US,ICY/Warner Records
16,spotify:track:7hxHWCCAIIxFLCzvDgnQHX,"Internet Money, Gunna, Don Toliver, NAV",Lemonade (feat. NAV),1,13,27,3702275,2021-02-18,US,Internet Money Records / TenThousand Projects
17,spotify:track:35mvY5S1H3J2QZyna3TFe0,Ariana Grande,positions,1,16,17,3501331,2021-02-18,US,Republic Records
18,spotify:track:02MWAaffLxlfxAUY7c5dvx,Glass Animals,Heat Waves,18,23,12,3364206,2021-02-18,US,Polydor Records
19,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,The Neighbourhood,Sweater Weather,19,19,26,3322004,2021-02-18,US,Columbia
20,spotify:track:1diS6nkxMQc3wwC4G1j0bh,Dua Lipa,We're Good,20,-1,1,3293542,2021-02-18,US,Warner Records
21,spotify:track:7FGdjbZ32vMybPuP0IuE7d,"Pooh Shiesty, Lil Durk",Back in Blood (feat. Lil Durk),21,30,6,3285180,2021-02-18,US,Atlantic Records
22,spotify:track:0PvFJmanyNQMseIFrU708S,"Pop Smoke, Lil Baby, DaBaby",For The Night (feat. Lil Baby & DaBaby),2,18,33,3283612,2021-02-18,US,Victor Victor Worldwide
23,spotify:track:1tkg4EHVoqnhR6iFEXb60y,Pop Smoke,What You Know Bout Love,6,21,25,3280956,2021-02-18,US,Victor Victor Worldwide
24,spotify:track:2SAqBLGA283SUiwJ3xOUVI,"Drake, Lil Durk",Laugh Now Cry Later (feat. Lil Durk),2,25,27,3229125,2021-02-18,US,OVO
25,spotify:track:2U5WueTLIK5WJLD7mvDODv,Juice WRLD,Wishing Well,1,29,32,3131827,2021-02-18,US,Grade A Productions/Interscope Records
26,spotify:track:4Oun2ylbjFKMPTiaSbbCih,"Cardi B, Megan Thee Stallion",WAP (feat. Megan Thee Stallion),1,22,28,3107050,2021-02-18,US,Atlantic/KSR
27,spotify:track:7kDUspsoYfLkWnZR7qwHZl,"Machine Gun Kelly, blackbear",my ex's best friend (with blackbear),11,24,28,3059074,2021-02-18,US,Bad Boy/Interscope Records
28,spotify:track:3cBsEDNhFI9E82vPj3kvi3,Morgan Wallen,Wasted On You,3,15,6,3049888,2021-02-18,US,Big Loud / Republic
29,spotify:track:4VXIryQMWpIdGgYR4TrjT1,Juice WRLD,All Girls Are The Same,13,32,147,3038785,2021-02-18,US,Juice WRLD Mixtape / ISR P&D
30,spotify:track:31qCy5ZaophVA81wtlwLc4,Justin Bieber,Anyone,2,31,7,2979502,2021-02-18,US,RBMG/Def Jam
31,spotify:track:54bFM56PmE4YLRnqpW6Tha,Billie Eilish,Therefore I Am,1,26,14,2907704,2021-02-18,US,Darkroom/Interscope Records
32,spotify:track:0uRrG2jRR5tuifsYIJHEao,Morgan Wallen,Sand In My Boots,13,17,6,2871666,2021-02-18,US,Big Loud / Republic
33,spotify:track:3Uo7WG0vmLQ07WB4BDwy7D,Taylor Swift,willow,1,42,10,2860222,2021-02-18,US,Taylor Swift
34,spotify:track:45bE4HXI0AwGZXfZtMp8JR,Tate McRae,you broke me first,16,34,31,2821725,2021-02-18,US,RCA Records Label
35,spotify:track:285pBltuF7vW8TeWk8hdRR,Juice WRLD,Lucid Dreams,1,38,146,2740283,2021-02-18,US,Juice WRLD Mixtape / ISR P&D
36,spotify:track:1VLtjHwRWOVJiE5Py7JxoQ,Polo G,Martin & Gina,23,40,29,2733251,2021-02-18,US,Columbia
37,spotify:track:7ytR5pFWmSjzHJIeQkgog4,"DaBaby, Roddy Ricch",ROCKSTAR (feat. Roddy Ricch),1,35,44,2724683,2021-02-18,US,South Coast Music Group/Interscope Records
38,spotify:track:3VT8hOC5vuDXBsHrR53WFh,Masked Wolf,Astronaut In The Ocean,38,76,2,2713930,2021-02-18,US,Elektra (NEK)
39,spotify:track:4Iedi94TIaB2GGb1nMB68v,Lil Baby,On Me,37,55,11,2689503,2021-02-18,US,Quality Control Music/Motown Records
40,spotify:track:2Y0wPrPQBrGhoLn14xRYCG,"Juice WRLD, Marshmello",Come & Go (with Marshmello),1,39,32,2675679,2021-02-18,US,Grade A Productions/Interscope Records
41,spotify:track:42lqBjPYlmL1EXpMDXvhSN,Morgan Wallen,Somebody’s Problem,4,20,13,2605548,2021-02-18,US,Big Loud / Republic
42,spotify:track:5uEYRdEIh9Bo4fpjDd4Na9,"Travis Scott, HVME",Goosebumps - Remix,41,41,5,2603737,2021-02-18,US,Cactus Jack/Epic
43,spotify:track:6Hj9jySrnFppAI0sEMCZpJ,Juice WRLD,Robbery,3,46,105,2600392,2021-02-18,US,Grade A Productions/Interscope Records
44,spotify:track:3w1WjD2zJqjBjDz5fwqQPJ,Jack Harlow,Tyler Herro,9,45,17,2598068,2021-02-18,US,Generation Now/Atlantic
45,spotify:track:7fBv7CLKzipRk6EC6TWHOB,The Weeknd,The Hills,27,27,17,2589697,2021-02-18,US,Universal Republic Records
46,spotify:track:0A1hoCfMLkiAgvhWkkucJa,Megan Thee Stallion,Body,13,28,13,2561800,2021-02-18,US,300 Entertainment
47,spotify:track:3FAJ6O0NOHQV8Mc5Ri6ENp,Giveon,Heartbreak Anniversary,47,149,2,2558104,2021-02-18,US,Epic/Not So Fast
48,spotify:track:22LAwLoDA5b4AaGSkg6bKW,Lil Mosey,Blueberry Faygo,2,44,54,2552352,2021-02-18,US,Mogul Vision/Interscope Records
49,spotify:track:0ZLuW8uOXdFNWcI40C0OC2,"Jack Harlow, Tory Lanez, DaBaby, Lil Wayne","Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track",2,49,35,2548572,2021-02-18,US,Generation Now/Atlantic
50,spotify:track:43CIWpJaJHRcI4mUSjqgc2,"Juice WRLD, Young Thug",Bad Boy (with Young Thug),3,33,5,2496603,2021-02-18,US,Grade A Productions/Interscope Records
51,spotify:track:4xqrdfXkTW4T0RauPLv3WA,Conan Gray,Heather,9,47,33,2449610,2021-02-18,US,Republic Records
52,spotify:track:4aarlAfLKVCTxUDNgbwhjH,"Megan Thee Stallion, DaBaby",Cry Baby (feat. DaBaby),36,36,11,2406285,2021-02-18,US,300 Entertainment
53,spotify:track:0RiRZpuVRbi7oqRdSMwhQY,"Post Malone, Swae Lee",Sunflower - Spider-Man: Into the Spider-Verse,1,51,122,2367423,2021-02-18,US,Republic Records
54,spotify:track:21jGcNKet2qwijlDFuPiPb,Post Malone,Circles,1,52,77,2362057,2021-02-18,US,Republic Records
55,spotify:track:7qEHsqek33rTcFNT9PFqLf,Lewis Capaldi,Someone You Loved,6,57,95,2329393,2021-02-18,US,Vertigo Berlin
56,spotify:track:53BHUFdQphHiZUUG3nx9zn,AJR,Bang!,54,54,24,2321905,2021-02-18,US,BMG Rights Management (US) LLC
57,spotify:track:0nbXyq5TXYPCO7pr3N8S4I,Roddy Ricch,The Box,1,58,63,2306791,2021-02-18,US,Atlantic Records
58,spotify:track:2r6OAV3WsYtXuXjvJ1lIDi,"Pop Smoke, A Boogie Wit da Hoodie",Hello (feat. A Boogie Wit da Hoodie),31,66,24,2266205,2021-02-18,US,Victor Victor Worldwide
59,spotify:track:5E30LdtzQTGqRvNd7l6kG5,The Neighbourhood,Daddy Issues,59,62,23,2223233,2021-02-18,US,Columbia
60,spotify:track:6zFMeegAMYQo0mt8rXtrli,Lil Nas X,HOLIDAY,14,53,14,2185909,2021-02-18,US,Columbia
61,spotify:track:7m9OqQk4RVRkw9JJdeAw96,XXXTENTACION,Jocelyn Flores,3,72,182,2116531,2021-02-18,US,Bad Vibes Forever / EMPIRE
62,spotify:track:4obHzpwGrjoTuZh2DItEMZ,Morgan Wallen,7 Summers,3,43,27,2088303,2021-02-18,US,Big Loud / Republic
63,spotify:track:2gqWRRCXnma9L8xQ1RdemQ,The Kid LAROI,SO DONE,13,73,17,2074721,2021-02-18,US,Columbia
64,spotify:track:5OELUCYgOHKFAvCERnAvfS,Morgan Wallen,More Than My Hometown,21,48,43,2071549,2021-02-18,US,Big Loud / Republic
65,spotify:track:62vpWI1CHwFy7tMIcSStl8,J. Cole,No Role Modelz,65,74,158,2054691,2021-02-18,US,Roc Nation Records LLC
66,spotify:track:5u1n1kITHCxxp8twBcZxWy,"Justin Bieber, Chance the Rapper",Holy (feat. Chance The Rapper),3,81,22,2038615,2021-02-18,US,RBMG/Def Jam
67,spotify:track:6gBFPUFcJLzWGx4lenP6h2,Travis Scott,goosebumps,8,82,216,2036851,2021-02-18,US,Cactus Jack / Epic
68,spotify:track:2gMXnyrvIjhVBUZwvLZDMP,Lewis Capaldi,Before You Go,42,78,65,2001970,2021-02-18,US,Vertigo Berlin
69,spotify:track:2Oycxb8QbPkpHTo8ZrmG0B,"Miley Cyrus, Dua Lipa",Prisoner (feat. Dua Lipa),16,80,13,1998245,2021-02-18,US,RCA Records Label
70,spotify:track:59fFsGRwFiuhxKDPc1k6xW,"YBN Nahmir, 21 Savage",Opp Stoppa (feat. 21 Savage),59,59,4,1996579,2021-02-18,US,Art@War/Atlantic Records
71,spotify:track:5VlTQnZO89Ioku8ssdbqJk,Brent Faiyaz,Dead Man Walking,71,75,11,1995010,2021-02-18,US,Lost Kids
72,spotify:track:0ofHAoxe9vBkTCp2UQIavz,Fleetwood Mac,Dreams - 2004 Remaster,6,67,24,1979337,2021-02-18,US,Rhino/Warner Records
73,spotify:track:0rKtyWc8bvkriBthvHKY8d,Joji,SLOW DANCING IN THE DARK,29,87,126,1974700,2021-02-18,US,88rising Music/Warner Records
74,spotify:track:1K5KBOgreBi5fkEHvg5ap3,"Future, Drake",Life Is Good (feat. Drake),2,83,58,1963317,2021-02-18,US,Epic/Freebandz
75,spotify:track:2kS6td1yvmpNgZTt1q5pQq,Mother Mother,Hayloft,64,77,8,1962225,2021-02-18,US,Last Gang
76,spotify:track:7eJMfftS33KTjuF7lTsMCx,"Powfu, beabadoobee",death bed (coffee for your head),9,91,53,1945240,2021-02-18,US,Columbia
77,spotify:track:6foY66mWZN0pSRjZ408c00,Morgan Wallen,Whiskey Glasses,59,60,95,1938076,2021-02-18,US,Big Loud Records
78,spotify:track:3jjBPF4NDMCU51psU8JPpR,"Ariana Grande, Doja Cat, Megan Thee Stallion","34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix",4,128,5,1934305,2021-02-18,US,Republic Records
79,spotify:track:0mKnuxVkPi5h0kuvZl44VM,Morgan Wallen,Cover Me Up,30,65,19,1929159,2021-02-18,US,Big Loud / Republic
80,spotify:track:0k7wmahjkn389wAZdz19Cv,"Future, Lil Uzi Vert",Drankin N Smokin,12,148,14,1923099,2021-02-18,US,Generation Now/Atlantic
81,spotify:track:6UelLqGlWMcVH1E5c4H7lY,Harry Styles,Watermelon Sugar,4,85,66,1922408,2021-02-18,US,Columbia
82,spotify:track:5SWnsxjhdcEDc7LJjq9UHk,"21 Savage, Metro Boomin",Runnin,3,68,20,1921729,2021-02-18,US,"Slaughter Gang, LLC/Epic/Boominati Worldwide/Republic"
83,spotify:track:7o4gBbTM6UBLkOYPw9xMCz,"DDG, Blueface",Moonwalking in Calabasas (feat. Blueface) - Remix,40,122,19,1917995,2021-02-18,US,Epic
84,spotify:track:4saklk6nie3yiGePpBwUoc,BTS,Dynamite,4,69,26,1915262,2021-02-18,US,BIGHIT MUSIC
85,spotify:track:7MXVkk9YMctZqd1Srtv4MB,"The Weeknd, Daft Punk",Starboy,3,50,70,1913456,2021-02-18,US,Universal Republic Records
86,spotify:track:7iNGwN4yuxATUtv0qYXJ8Q,"Nipsey Hussle, JAY-Z",What It Feels Like,86,-1,1,1907775,2021-02-18,US,Six Course Music Group/RCA Records
87,spotify:track:3jjujdWJ72nww5eGnfs2E7,Harry Styles,Adore You,3,103,63,1872927,2021-02-18,US,Columbia
88,spotify:track:0sKEilrw1GrBlG6qsTCrP4,Morgan Wallen,865,15,56,6,1852661,2021-02-18,US,Big Loud / Republic
89,spotify:track:0D75ciM842cdUMKSMfAR9y,"Selena Gomez, Rauw Alejandro",Baila Conmigo (with Rauw Alejandro),41,71,3,1847177,2021-02-18,US,Selena Gomez Latin Project
90,spotify:track:2XIc1pqjXV3Cr2BQUGNBck,"Bad Bunny, ROSALÍA",LA NOCHE DE ANOCHE,18,112,12,1846479,2021-02-18,US,Rimas Entertainment LLC
91,spotify:track:2rPHUAeUPbNgTmK18FPTiZ,"The Kid LAROI, Juice WRLD",GO (feat. Juice WRLD),15,99,36,1843074,2021-02-18,US,Columbia
92,spotify:track:2GiJYvgVaD2HtM8GqD9EgQ,BØRNS,Electric Love,44,92,34,1841386,2021-02-18,US,UMGRI Interscope
93,spotify:track:57VeLYXrvNxe8Vs18K2M9W,"Jack Harlow, Big Sean",Way Out (feat. Big Sean),24,61,10,1826290,2021-02-18,US,Generation Now/Atlantic
94,spotify:track:0uxSUdBrJy9Un0EYoBowng,Lil Uzi Vert,20 Min,94,129,54,1811863,2021-02-18,US,Generation Now/Atlantic
95,spotify:track:4y4spB9m0Q6026KfkAvy9Q,"Justin Bieber, benny blanco",Lonely (with benny blanco),8,88,18,1811256,2021-02-18,US,Friends Keep Secrets/Def Jam Recordings/Interscope Records
96,spotify:track:1HbA4N1MiOsPthALesGFR1,"Shawn Mendes, Justin Bieber",Monster (Shawn Mendes & Justin Bieber),5,84,13,1806665,2021-02-18,US,Shawn Mendes LP4-5 PS/ Island
97,spotify:track:1xqRKo0SDFDO5Jy8yEVD0X,DUSTY LOCANE,ROLLIN N CONTROLLIN FREESTYLE,97,-1,1,1795618,2021-02-18,US,95MM / EMPIRE
98,spotify:track:0sY6ZUTh4yoctD8VIXz339,Taylor Swift,champagne problems,2,156,10,1783609,2021-02-18,US,Taylor Swift
99,spotify:track:3JKgcAa7r07ocVWcV8bS0H,Polo G,21,42,120,39,1780677,2021-02-18,US,Columbia
100,spotify:track:26UxwWl9xCb83OynXELJcL,DaBaby,Masterpiece,63,113,5,1774877,2021-02-18,US,South Coast Music Group/Interscope Records
1,spotify:track:748mdHapucXQri7IAO8yFK,"Doja Cat, SZA",Kiss Me More (feat. SZA),1,1,5,11470788,2021-05-13,US,Kemosabe Records/RCA Records
2,spotify:track:43PGPuHIlVOc04jrZVh9L6,Polo G,RAPSTAR,1,2,5,10236966,2021-05-13,US,Columbia
3,spotify:track:2gyYjQWXKxemhAyMPgctIx,J. Cole,i n t e r l u d e,3,-1,1,9052827,2021-05-13,US,"Dreamville, Inc., Under exclusive license to Roc Nation Records"
4,spotify:track:2BITQ360Knh6qNAOqR7Dyq,"Trippie Redd, Playboi Carti",Miss The Rage,4,-1,1,8916981,2021-05-13,US,Homemade Projects / 10K Projects
5,spotify:track:67BtfxlNbhBmCDR2L2l8qd,Lil Nas X,MONTERO (Call Me By Your Name),1,3,7,8104564,2021-05-13,US,Columbia
6,spotify:track:5nujrmhLynf4yMoMtj8AQF,"Dua Lipa, DaBaby",Levitating (feat. DaBaby),6,6,32,7762603,2021-05-13,US,Warner Records
7,spotify:track:4iJyoBOLtHqaGxP12qzhQI,"Justin Bieber, Daniel Caesar, Giveon",Peaches (feat. Daniel Caesar & Giveon),1,5,8,7437440,2021-05-13,US,RBMG/Def Jam
8,spotify:track:61KpQadow081I2AsbeLcsb,Olivia Rodrigo,deja vu,3,7,6,6386715,2021-05-13,US,Olivia Rodrigo PS
9,spotify:track:3VT8hOC5vuDXBsHrR53WFh,Masked Wolf,Astronaut In The Ocean,4,8,14,5636570,2021-05-13,US,Elektra (NEK)
10,spotify:track:7MAibcTli4IisCtbHKrGMh,"Bruno Mars, Anderson .Paak, Silk Sonic",Leave The Door Open,4,9,10,5191319,2021-05-13,US,Aftermath Entertainment/Atlantic
11,spotify:track:5qNh5WtzMbfpSj2jLlBkoD,Billie Eilish,Your Power,4,4,2,5056813,2021-05-13,US,Darkroom/Interscope Records
12,spotify:track:65OVbaJR5O1RmwOQx0875b,"Drake, Lil Baby",Wants and Needs (feat. Lil Baby),2,14,10,4933638,2021-05-13,US,OVO
13,spotify:track:02MWAaffLxlfxAUY7c5dvx,Glass Animals,Heat Waves,13,13,24,4920224,2021-05-13,US,Polydor Records
14,spotify:track:3FAJ6O0NOHQV8Mc5Ri6ENp,Giveon,Heartbreak Anniversary,9,10,14,4863118,2021-05-13,US,Epic/Not So Fast
15,spotify:track:1M4OcYkxAtu3ErzSgDEfoi,Cardi B,Up,3,12,14,4660968,2021-05-13,US,Atlantic Records
16,spotify:track:37BZB0z9T8Xu7U3e65qxFy,"The Weeknd, Ariana Grande",Save Your Tears (with Ariana Grande) (Remix),5,11,3,4418589,2021-05-13,US,Republic Records
17,spotify:track:7lPN2DXiMsVn7XUKtOW1CS,Olivia Rodrigo,drivers license,1,17,18,4240578,2021-05-13,US,Olivia Rodrigo PS
18,spotify:track:3J8EOeKLTLXORtWPpOU5bE,"Lil Tjay, 6LACK",Calling My Phone,1,15,13,4156908,2021-05-13,US,Columbia
19,spotify:track:6tDDoYIxWvMLTdKpjFkc1B,Kali Uchis,telepatía,4,16,13,4144209,2021-05-13,US,EMI / Interscope
20,spotify:track:21UkXrc9kD48rNpTMI2ecz,Lil Tecca,NEVER LEFT,20,-1,1,4109898,2021-05-13,US,Galactic / Republic Records
21,spotify:track:60ynsPSSKe6O3sfwRnIBRf,Doja Cat,Streets,3,19,18,4070684,2021-05-13,US,Kemosabe Records/RCA Records
22,spotify:track:3YJJjQPAbDT7mGpX3WtQ9A,SZA,Good Days,1,21,20,3981904,2021-05-13,US,Top Dawg Entertainment/RCA Records
23,spotify:track:20BOju91NaEFK5Py4VJ2pp,"Saweetie, Doja Cat",Best Friend (feat. Doja Cat),12,18,18,3878311,2021-05-13,US,ICY/Warner Records
24,spotify:track:6rTInqW3YECMkQsBEHw4sd,"Young Stoner Life, Young Thug, Gunna, Drake",Solid (feat. Drake),7,20,4,3781202,2021-05-13,US,300 Entertainment
25,spotify:track:1EJIcDYXwSqipW5dFe4uJz,"DJ Khaled, Lil Baby, Lil Durk",EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),24,24,2,3619670,2021-05-13,US,Epic/We The Best
26,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,The Weeknd,Blinding Lights,1,27,76,3543600,2021-05-13,US,Republic Records
27,spotify:track:7FGdjbZ32vMybPuP0IuE7d,"Pooh Shiesty, Lil Durk",Back in Blood (feat. Lil Durk),9,25,18,3432298,2021-05-13,US,Atlantic Records
28,spotify:track:4MzXwWMhyBbmu6hOcLVD49,"Bad Bunny, Jhayco",DÁKITI,1,23,28,3408387,2021-05-13,US,Rimas Entertainment LLC
29,spotify:track:1VLtjHwRWOVJiE5Py7JxoQ,Polo G,Martin & Gina,23,33,41,3230540,2021-05-13,US,Columbia
30,spotify:track:6fRxMU4LWwyaSSowV441IU,"Maroon 5, Megan Thee Stallion",Beautiful Mistakes (feat. Megan Thee Stallion),29,31,9,3227388,2021-05-13,US,Interscope Records*
31,spotify:track:4eNOLmx8r2IJAVKvBBL1jv,"Lil Tjay, Polo G, Fivio Foreign",Headshot (feat. Polo G & Fivio Foreign),18,29,8,3202328,2021-05-13,US,Columbia
32,spotify:track:7kDUspsoYfLkWnZR7qwHZl,"Machine Gun Kelly, blackbear",my ex's best friend (with blackbear),11,35,40,3152987,2021-05-13,US,Bad Boy/Interscope Records
33,spotify:track:3aQem4jVGdhtg116TmJnHz,Drake,What’s Next,1,30,10,3131969,2021-05-13,US,OVO
34,spotify:track:4jPy3l0RUwlUI9T5XHBW2m,"24kGoldn, iann dior",Mood (feat. iann dior),2,32,40,3121902,2021-05-13,US,Records/Columbia
35,spotify:track:4TIqzdAssasqx3DAe6cG9J,"Joyner Lucas, Lil Baby",Ramen & OJ,35,36,2,3043093,2021-05-13,US,Twenty Nine Music Group
36,spotify:track:1nahzW3kfMuwReTka28tH5,Justin Bieber,Hold On,3,34,10,2977109,2021-05-13,US,RBMG/Def Jam
37,spotify:track:6LcX2hBbXaJcK4AuefE936,Don Toliver,What You Need,37,-1,1,2974675,2021-05-13,US,Cactus Jack / WeRunIt Ent. / Atlantic
38,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,The Neighbourhood,Sweater Weather,19,40,38,2913065,2021-05-13,US,Columbia
39,spotify:track:0939D7aT18uBDS2MTjWzct,Coldplay,Higher Power,39,-1,1,2845188,2021-05-13,US,Parlophone UK
40,spotify:track:1EHUQesfVKwbthtNcpBi9g,"The Kid LAROI, Miley Cyrus",WITHOUT YOU (with Miley Cyrus),22,22,2,2840971,2021-05-13,US,Columbia
41,spotify:track:5uEYRdEIh9Bo4fpjDd4Na9,"Travis Scott, HVME",Goosebumps - Remix,36,38,17,2776298,2021-05-13,US,Cactus Jack/Epic
42,spotify:track:1dg3qy5DjoJodawfOCgrTP,"Lil Tjay, Offset, Moneybagg Yo",Run It Up (feat. Offset & Moneybagg Yo),28,42,6,2774393,2021-05-13,US,Columbia
43,spotify:track:5QO79kh1waicV47BqGRL3g,The Weeknd,Save Your Tears,2,39,24,2768735,2021-05-13,US,Republic Records
44,spotify:track:6IBcOGPsniK3Pso1wHIhew,Luke Combs,Forever After All,2,51,29,2756485,2021-05-13,US,River House Artists/Columbia Nashville
45,spotify:track:62vpWI1CHwFy7tMIcSStl8,J. Cole,No Role Modelz,45,72,170,2688158,2021-05-13,US,Roc Nation Records LLC
46,spotify:track:1v1oIWf2Xgh54kIWuKsDf6,AURORA,Runaway,34,41,5,2681075,2021-05-13,US,Glassnote Entertainment Group LLC
47,spotify:track:5jc4Qcs98R4ZDku8ictuE3,Cico P,Tampa,47,48,3,2665092,2021-05-13,US,DawgTies Ent.
48,spotify:track:03ERnTvSV5fy8WAyvA4uNP,Kevin Gates,Big Gangsta,41,47,11,2647891,2021-05-13,US,Bread Winners' Association
49,spotify:track:7hxHWCCAIIxFLCzvDgnQHX,"Internet Money, Gunna, Don Toliver, NAV",Lemonade (feat. NAV),1,46,39,2584198,2021-05-13,US,Internet Money Records / TenThousand Projects
50,spotify:track:7ytR5pFWmSjzHJIeQkgog4,"DaBaby, Roddy Ricch",ROCKSTAR (feat. Roddy Ricch),1,44,56,2577427,2021-05-13,US,South Coast Music Group/Interscope Records
51,spotify:track:4KIkADzoVm3A10E9qyjsQ5,"42 Dugg, Roddy Ricch",4 Da Gang (with Roddy Ricch),43,43,6,2576870,2021-05-13,US,NEW CMG 42 Dugg P&D
52,spotify:track:3nY8AqaMNNHHLYV4380ol0,"StarBoi3, Doja Cat",Dick (feat. Doja Cat),52,86,2,2545478,2021-05-13,US,Not specified
53,spotify:track:7Bk0uXKk1uPT0XuQbpFzvs,"Los Legendarios, Wisin, Jhayco",Fiel,45,45,6,2528257,2021-05-13,US,La Base Music Group/ WK Records
54,spotify:track:0HUTL8i4y4MiGCPId7M7wb,Surf Curse,Freaks,54,79,3,2451004,2021-05-13,US,Surf Curse
55,spotify:track:27OeeYzk6klgBh83TSvGMA,The Kid LAROI,WITHOUT YOU,8,50,26,2445138,2021-05-13,US,Columbia
56,spotify:track:6uvMKqNlrSvcC4NaKnrwjZ,"Tion Wayne, Russ Millions, ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign, Darkoo","Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]",56,-1,1,2425297,2021-05-13,US,Atlantic Records UK
57,spotify:track:0RiRZpuVRbi7oqRdSMwhQY,"Post Malone, Swae Lee",Sunflower - Spider-Man: Into the Spider-Verse,1,56,134,2425133,2021-05-13,US,Republic Records
58,spotify:track:0PvFJmanyNQMseIFrU708S,"Pop Smoke, Lil Baby, DaBaby",For The Night (feat. Lil Baby & DaBaby),2,52,45,2401523,2021-05-13,US,Victor Victor Worldwide
59,spotify:track:1tkg4EHVoqnhR6iFEXb60y,Pop Smoke,What You Know Bout Love,6,53,37,2353220,2021-05-13,US,Victor Victor Worldwide
60,spotify:track:4VXIryQMWpIdGgYR4TrjT1,Juice WRLD,All Girls Are The Same,13,63,159,2346569,2021-05-13,US,Juice WRLD Mixtape / ISR P&D
61,spotify:track:21jGcNKet2qwijlDFuPiPb,Post Malone,Circles,1,62,89,2332540,2021-05-13,US,Republic Records
62,spotify:track:4Iedi94TIaB2GGb1nMB68v,Lil Baby,On Me,28,98,23,2312796,2021-05-13,US,Quality Control Music/Motown Records
63,spotify:track:6Im9k8u9iIzKMrmV7BWtlF,Ariana Grande,34+35,2,54,28,2310354,2021-05-13,US,Republic Records
64,spotify:track:2SAqBLGA283SUiwJ3xOUVI,"Drake, Lil Durk",Laugh Now Cry Later (feat. Lil Durk),2,59,39,2307314,2021-05-13,US,OVO
65,spotify:track:2U5WueTLIK5WJLD7mvDODv,Juice WRLD,Wishing Well,1,60,44,2295216,2021-05-13,US,Grade A Productions/Interscope Records
66,spotify:track:0ofHAoxe9vBkTCp2UQIavz,Fleetwood Mac,Dreams - 2004 Remaster,6,73,36,2276099,2021-05-13,US,Rhino/Warner Records
67,spotify:track:285pBltuF7vW8TeWk8hdRR,Juice WRLD,Lucid Dreams,1,68,158,2274939,2021-05-13,US,Juice WRLD Mixtape / ISR P&D
68,spotify:track:6UelLqGlWMcVH1E5c4H7lY,Harry Styles,Watermelon Sugar,4,64,78,2274928,2021-05-13,US,Columbia
69,spotify:track:4Oun2ylbjFKMPTiaSbbCih,"Cardi B, Megan Thee Stallion",WAP (feat. Megan Thee Stallion),1,55,40,2249707,2021-05-13,US,Atlantic/KSR
70,spotify:track:2Y0wPrPQBrGhoLn14xRYCG,"Juice WRLD, Marshmello",Come & Go (with Marshmello),1,71,44,2240231,2021-05-13,US,Grade A Productions/Interscope Records
71,spotify:track:20GrahbI4AzAOWxpYfDKkf,"DJ Khaled, Post Malone, DaBaby, Megan Thee Stallion, Lil Baby","I DID IT (feat. Post Malone, Megan Thee Stallion, Lil Baby & DaBaby)",26,26,2,2234680,2021-05-13,US,Epic/We The Best
72,spotify:track:6755DFiZ7CWe2WMdTGW5C1,"Young Stoner Life, Young Thug, Gunna",Ski,18,49,4,2227261,2021-05-13,US,300 Entertainment
73,spotify:track:161DnLWsx1i3u1JT05lzqU,Bruno Mars,Talking to the Moon,64,70,8,2217240,2021-05-13,US,Atlantic Records
74,spotify:track:1J14CdDAvBTE1AJYUOwl6C,Duncan Laurence,Arcade,60,67,13,2149670,2021-05-13,US,"Universal Music, a division of Universal International Music BV"
75,spotify:track:7qEHsqek33rTcFNT9PFqLf,Lewis Capaldi,Someone You Loved,6,82,107,2144240,2021-05-13,US,Vertigo Berlin
76,spotify:track:0ZLuW8uOXdFNWcI40C0OC2,"Jack Harlow, Tory Lanez, DaBaby, Lil Wayne","Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track",2,77,47,2139528,2021-05-13,US,Generation Now/Atlantic
77,spotify:track:35mvY5S1H3J2QZyna3TFe0,Ariana Grande,positions,1,80,29,2114013,2021-05-13,US,Republic Records
78,spotify:track:6vFsBXYczYsP0H3lgunZOm,Beach Bunny,Cloud 9,50,74,9,2109187,2021-05-13,US,Mom+Pop
