date,rank,song,artist,last-week,peak-rank,weeks-on-board
10/9/21,13,Montero (Call Me By Your Name),Lil Nas X,9,1,27
10/9/21,14,Shivers,Ed Sheeran,17,14,3
10/9/21,15,Heat Waves,Glass Animals,16,15,37
10/9/21,16,Need To Know,Doja Cat,18,14,16
10/9/21,17,Girls Want Girls,Drake Featuring Lil Baby,13,2,4
10/9/21,18,You Right,Doja Cat & The Weeknd,19,11,14
10/9/21,19,Beggin',Maneskin,20,19,14
10/9/21,20,Wockesha,Moneybagg Yo,35,20,23
10/9/21,21,If I Didn't Love You,Jason Aldean & Carrie Underwood,22,15,10
10/9/21,22,Take My Breath,The Weeknd,21,6,8
10/9/21,23,Fair Trade,Drake Featuring Travis Scott,15,3,4
10/9/21,24,Thats What I Want,Lil Nas X,10,10,2
10/9/21,25,Traitor,Olivia Rodrigo,25,9,19
10/9/21,26,Cold Beer Calling My Name,Jameson Rodgers Featuring Luke Combs,29,26,13
10/9/21,27,Chasing After You,Ryan Hurd With Maren Morris,32,27,22
10/9/21,28,Bad Morning,YoungBoy Never Broke Again,,28,1
10/9/21,29,Pepas,Farruko,27,26,10
10/9/21,30,Deja Vu,Olivia Rodrigo,23,3,26
10/9/21,31,Happier Than Ever,Billie Eilish,28,11,9
10/9/21,32,Your Heart,Joyner Lucas & J. Cole,,32,1
10/9/21,33,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),33,1,30
10/9/21,34,Hurricane,Kanye West,31,6,5
10/9/21,35,A-O-K,Tai Verdes,39,35,13
10/9/21,36,Butter,BTS,24,1,19
10/9/21,37,On My Side,YoungBoy Never Broke Again,71,37,2
10/9/21,38,Too Easy,Gunna & Future,,38,1
10/9/21,39,Leave Before You Love Me,Marshmello X Jonas Brothers,26,19,19
10/9/21,40,No Where,YoungBoy Never Broke Again,,40,1
10/9/21,41,Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,36,1,28
10/9/21,42,Family Ties,Baby Keem & Kendrick Lamar,38,18,5
10/9/21,43,Memory I Don't Mess With,Lee Brice,54,43,10
10/9/21,44,Late At Night,Roddy Ricch,45,20,17
10/9/21,45,Things A Man Oughta Know,Lainey Wilson,34,32,20
10/9/21,46,Cold Heart (PNAU Remix),Elton John & Dua Lipa,74,46,4
10/9/21,47,Meet Me At Our Spot,THE ANXIETY: WILLOW & Tyler Cole,44,44,3
10/9/21,48,Life Support,YoungBoy Never Broke Again,79,48,3
10/9/21,49,I Was On A Boat That Day,Old Dominion,53,49,13
10/9/21,50,Love Nwantiti (Ah Ah Ah),CKay,80,50,2
10/9/21,51,Wild Side,Normani Featuring Cardi B,52,14,11
10/9/21,52,Whole Lotta Money,BIA Featuring Nicki Minaj,58,16,12
10/9/21,53,Hold Me Down,YoungBoy Never Broke Again,,53,1
10/9/21,54,Champagne Poetry,Drake,30,4,4
10/9/21,55,Buy Dirt,Jordan Davis Featuring Luke Bryan,55,51,8
10/9/21,56,Have Mercy,Chloe,56,28,3
10/9/21,57,Love Again,Dua Lipa,51,51,11
10/9/21,58,Nevada,YoungBoy Never Broke Again,,58,1
10/9/21,59,50 Shots,YoungBoy Never Broke Again,,59,1
10/9/21,60,No Friends In The Industry,Drake,40,11,4
10/9/21,61,Smoke Strong,YoungBoy Never Broke Again,,61,1
10/9/21,62,Break Or Make Me,YoungBoy Never Broke Again,,62,1
10/9/21,63,You Time,Scotty McCreery,50,50,9
10/9/21,64,Gyalis,Capella Grey,64,64,9
10/9/21,65,Cold As You,Luke Combs,69,65,9
10/9/21,66,My Boy,Elvie Shane,67,66,14
10/9/21,67,Sincerely,YoungBoy Never Broke Again,,67,1
10/9/21,68,Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,70,53,23
10/9/21,69,I Can't Take It Back,YoungBoy Never Broke Again,,69,1
10/9/21,70,Waves,Luke Bryan,60,24,15
10/9/21,71,Sharing Locations,Meek Mill Featuring Lil Baby & Lil Durk,61,22,5
10/9/21,72,In The Bible,Drake Featuring Lil Durk & Giveon,43,7,4
10/9/21,73,Thot Shit,Megan Thee Stallion,49,16,16
10/9/21,74,Rumors,Lizzo Featuring Cardi B,46,4,7
10/9/21,75,Woman,Doja Cat,62,62,9
10/9/21,76,Thinking 'Bout You,Dustin Lynch Featuring Lauren Alaina Or MacKenzie Porter,81,76,7
10/9/21,77,Baddest,"Yung Bleu, Chris Brown & 2 Chainz",78,77,9
10/9/21,78,2055,Sleepy Hallow,65,51,11
10/9/21,79,Memory,Kane Brown X blackbear,73,50,12
10/9/21,80,Forgiato,YoungBoy Never Broke Again,,80,1
10/9/21,81,You Should Probably Leave,Chris Stapleton,83,63,13
10/9/21,82,Drinkin' Beer. Talkin' God. Amen.,Chase Rice Featuring Florida Georgia Line,77,24,18
10/9/21,83,Rich Shit,YoungBoy Never Broke Again,,83,1
10/9/21,84,TSU,Drake,48,9,4
10/9/21,85,Volvi,Aventura x Bad Bunny,75,22,9
10/9/21,86,Todo de Ti,Rauw Alejandro,82,32,18
10/9/21,87,Love All,Drake Featuring JAY-Z,57,10,4
10/9/21,88,N 2 Deep,Drake Featuring Future,59,12,4
10/9/21,89,Yonaguni,Bad Bunny,85,10,17
10/9/21,90,Knowing You,Kenny Chesney,96,87,7
10/9/21,91,For Tonight,Giveon,,91,1
10/9/21,92,Baddest Thing,YoungBoy Never Broke Again,,92,1
10/9/21,93,Summer Of Love,Shawn Mendes & Tainy,87,48,6
10/9/21,94,Get Into It (Yuh),Doja Cat,84,68,8
10/9/21,95,Same Boat,Zac Brown Band,98,95,2
10/9/21,96,Pipe Down,Drake,68,14,4
10/9/21,97,Papi's Home,Drake,66,8,4
10/9/21,98,Chosen,Blxst & Tyga Featuring Ty Dolla $ign,,98,1
10/9/21,99,Toxic Punk,YoungBoy Never Broke Again,,99,1
10/9/21,100,Moon,Kanye West,76,17,5
10/2/21,1,Stay,The Kid LAROI & Justin Bieber,1,1,11
10/2/21,2,Industry Baby,Lil Nas X & Jack Harlow,6,2,9
10/2/21,3,Way 2 Sexy,Drake Featuring Future & Young Thug,2,1,3
10/2/21,4,Bad Habits,Ed Sheeran,3,2,13
10/2/21,5,Fancy Like,Walker Hayes,5,5,14
10/2/21,6,Good 4 U,Olivia Rodrigo,7,1,19
10/2/21,7,Kiss Me More,Doja Cat Featuring SZA,8,3,24
10/2/21,8,Knife Talk,Drake Featuring 21 Savage & Project Pat,4,4,3
10/2/21,9,Montero (Call Me By Your Name),Lil Nas X,13,1,26
10/2/21,10,Thats What I Want,Lil Nas X,,10,1
10/2/21,11,Levitating,Dua Lipa,9,2,51
10/2/21,12,Save Your Tears,The Weeknd & Ariana Grande,12,1,41
10/2/21,13,Girls Want Girls,Drake Featuring Lil Baby,10,2,3
10/2/21,14,Essence,Wizkid Featuring Justin Bieber & Tems,17,13,12
10/2/21,15,Fair Trade,Drake Featuring Travis Scott,11,3,3
10/2/21,16,Heat Waves,Glass Animals,15,15,36
10/2/21,17,Shivers,Ed Sheeran,16,16,2
10/2/21,18,Need To Know,Doja Cat,21,14,15
10/2/21,19,You Right,Doja Cat & The Weeknd,18,11,13
10/2/21,20,Beggin',Maneskin,30,20,13
10/2/21,21,Take My Breath,The Weeknd,23,6,7
10/2/21,22,If I Didn't Love You,Jason Aldean & Carrie Underwood,24,15,9
10/2/21,23,Deja Vu,Olivia Rodrigo,20,3,25
10/2/21,24,Butter,BTS,14,1,18
10/2/21,25,Traitor,Olivia Rodrigo,37,9,18
10/2/21,26,Leave Before You Love Me,Marshmello X Jonas Brothers,32,19,18
10/2/21,27,Pepas,Farruko,34,26,9
10/2/21,28,Happier Than Ever,Billie Eilish,36,11,8
10/2/21,29,Cold Beer Calling My Name,Jameson Rodgers Featuring Luke Combs,43,29,12
10/2/21,30,Champagne Poetry,Drake,19,4,3
10/2/21,31,Hurricane,Kanye West,26,6,4
10/2/21,32,Chasing After You,Ryan Hurd With Maren Morris,39,32,21
10/2/21,33,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),31,1,29
10/2/21,34,Things A Man Oughta Know,Lainey Wilson,38,32,19
10/2/21,35,Wockesha,Moneybagg Yo,50,33,22
10/2/21,36,Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,40,1,27
10/2/21,37,Wildest Dreams (Taylor's Version),Taylor Swift,,37,1
10/2/21,38,Family Ties,Baby Keem & Kendrick Lamar,25,18,4
10/2/21,39,A-O-K,Tai Verdes,46,39,12
10/2/21,40,No Friends In The Industry,Drake,22,11,3
10/2/21,41,Arcade,Duncan Laurence,42,30,24
10/2/21,42,Scoop,Lil Nas X Featuring Doja Cat,,42,1
10/2/21,43,In The Bible,Drake Featuring Lil Durk & Giveon,29,7,3
10/2/21,44,Meet Me At Our Spot,THE ANXIETY: WILLOW & Tyler Cole,64,44,2
10/2/21,45,Late At Night,Roddy Ricch,49,20,16
10/2/21,46,Rumors,Lizzo Featuring Cardi B,44,4,6
10/2/21,47,Dolla Sign Slime,Lil Nas X Featuring Megan Thee Stallion,,47,1
10/2/21,48,TSU,Drake,27,9,3
10/2/21,49,Thot Shit,Megan Thee Stallion,48,16,15
10/2/21,50,You Time,Scotty McCreery,69,50,8
10/2/21,51,Love Again,Dua Lipa,55,51,10
10/2/21,52,Wild Side,Normani Featuring Cardi B,59,14,10
10/2/21,53,I Was On A Boat That Day,Old Dominion,56,53,12
10/2/21,54,Memory I Don't Mess With,Lee Brice,62,54,9
10/2/21,55,Buy Dirt,Jordan Davis Featuring Luke Bryan,51,51,7
10/2/21,56,Have Mercy,Chloe,28,28,2
10/2/21,57,Love All,Drake Featuring JAY-Z,35,10,3
10/2/21,58,Whole Lotta Money,BIA Featuring Nicki Minaj,61,16,11
10/2/21,59,N 2 Deep,Drake Featuring Future,33,12,3
10/2/21,60,Waves,Luke Bryan,52,24,14
10/2/21,61,Sharing Locations,Meek Mill Featuring Lil Baby & Lil Durk,65,22,4
10/2/21,62,Woman,Doja Cat,67,62,8
10/2/21,63,Lonely,DaBaby X Lil Wayne,68,63,2
10/2/21,64,Gyalis,Capella Grey,70,64,8
10/2/21,65,2055,Sleepy Hallow,66,51,10
10/2/21,66,Papi's Home,Drake,41,8,3
10/2/21,67,My Boy,Elvie Shane,74,67,13
10/2/21,68,Pipe Down,Drake,45,14,3
10/2/21,69,Cold As You,Luke Combs,79,69,8
10/2/21,70,Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,73,53,22
10/2/21,71,On My Side,YoungBoy Never Broke Again,,71,1
10/2/21,72,Dead Right Now,Lil Nas X,,72,1
10/2/21,73,Memory,Kane Brown X blackbear,81,50,11
10/2/21,74,Cold Heart (PNAU Remix),Elton John & Dua Lipa,98,74,3
10/2/21,75,Volvi,Aventura x Bad Bunny,80,22,8
10/2/21,76,Moon,Kanye West,58,17,4
10/2/21,77,Drinkin' Beer. Talkin' God. Amen.,Chase Rice Featuring Florida Georgia Line,77,24,17
10/2/21,78,Baddest,"Yung Bleu, Chris Brown & 2 Chainz",94,78,8
10/2/21,79,Life Support,YoungBoy Never Broke Again,63,63,2
10/2/21,80,Love Nwantiti (Ah Ah Ah),CKay,,80,1
10/2/21,81,Thinking 'Bout You,Dustin Lynch Featuring Lauren Alaina Or MacKenzie Porter,91,81,6
10/2/21,82,Todo de Ti,Rauw Alejandro,82,32,17
10/2/21,83,You Should Probably Leave,Chris Stapleton,92,63,12
10/2/21,84,Get Into It (Yuh),Doja Cat,85,68,7
10/2/21,85,Yonaguni,Bad Bunny,87,10,16
10/2/21,86,Tales Of Dominica,Lil Nas X,,86,1
10/2/21,87,Summer Of Love,Shawn Mendes & Tainy,93,48,5
10/2/21,88,One Of Me,Lil Nas X Featuring Elton John,,88,1
10/2/21,89,Race My Mind,Drake,54,18,3
10/2/21,90,Lost In The Citadel,Lil Nas X,,90,1
10/2/21,91,Sun Goes Down,Lil Nas X,,66,2
10/2/21,92,7am On Bridle Path,Drake,57,16,3
10/2/21,93,Off The Grid,Kanye West,75,11,4
10/2/21,94,In Da Getto,J Balvin & Skrillex,90,90,3
10/2/21,95,Skate,Silk Sonic (Bruno Mars & Anderson .Paak),71,14,8
10/2/21,96,Knowing You,Kenny Chesney,100,87,6
10/2/21,97,Am I Dreaming,Lil Nas X Featuring Miley Cyrus,,97,1
10/2/21,98,Same Boat,Zac Brown Band,,98,1
10/2/21,99,Come Through,H.E.R. Featuring Chris Brown,95,64,15
10/2/21,100,Don't Go Yet,Camila Cabello,88,42,9
9/25/21,1,Stay,The Kid LAROI & Justin Bieber,6,1,10
9/25/21,2,Way 2 Sexy,Drake Featuring Future & Young Thug,1,1,2
9/25/21,3,Bad Habits,Ed Sheeran,13,2,12
9/25/21,4,Knife Talk,Drake Featuring 21 Savage & Project Pat,5,4,2
9/25/21,5,Fancy Like,Walker Hayes,21,5,13
9/25/21,6,Industry Baby,Lil Nas X & Jack Harlow,20,2,8
9/25/21,7,Good 4 U,Olivia Rodrigo,15,1,18
9/25/21,8,Kiss Me More,Doja Cat Featuring SZA,19,3,23
9/25/21,9,Levitating,Dua Lipa,23,2,50
9/25/21,10,Girls Want Girls,Drake Featuring Lil Baby,2,2,2
9/25/21,11,Fair Trade,Drake Featuring Travis Scott,3,3,2
9/25/21,12,Save Your Tears,The Weeknd & Ariana Grande,28,1,40
9/25/21,13,Montero (Call Me By Your Name),Lil Nas X,30,1,25
9/25/21,14,Butter,BTS,17,1,17
9/25/21,15,Heat Waves,Glass Animals,33,15,35
9/25/21,16,Shivers,Ed Sheeran,,16,1
9/25/21,17,Essence,Wizkid Featuring Justin Bieber & Tems,34,13,11
9/25/21,18,You Right,Doja Cat & The Weeknd,36,11,12
9/25/21,19,Champagne Poetry,Drake,4,4,2
9/25/21,20,Deja Vu,Olivia Rodrigo,31,3,24
9/25/21,21,Need To Know,Doja Cat,38,14,14
9/25/21,22,No Friends In The Industry,Drake,11,11,2
9/25/21,23,Take My Breath,The Weeknd,37,6,6
9/25/21,24,If I Didn't Love You,Jason Aldean & Carrie Underwood,43,15,8
9/25/21,25,Family Ties,Baby Keem & Kendrick Lamar,44,18,3
9/25/21,26,Hurricane,Kanye West,29,6,3
9/25/21,27,TSU,Drake,9,9,2
9/25/21,28,Have Mercy,Chloe,,28,1
9/25/21,29,In The Bible,Drake Featuring Lil Durk & Giveon,7,7,2
9/25/21,30,Beggin',Maneskin,39,29,12
9/25/21,31,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),46,1,28
9/25/21,32,Leave Before You Love Me,Marshmello X Jonas Brothers,40,19,17
9/25/21,33,N 2 Deep,Drake Featuring Future,12,12,2
9/25/21,34,Pepas,Farruko,45,26,8
9/25/21,35,Love All,Drake Featuring JAY-Z,10,10,2
9/25/21,36,Happier Than Ever,Billie Eilish,42,11,7
9/25/21,37,Traitor,Olivia Rodrigo,49,9,17
9/25/21,38,Things A Man Oughta Know,Lainey Wilson,51,32,18
9/25/21,39,Chasing After You,Ryan Hurd With Maren Morris,53,34,20
9/25/21,40,Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,47,1,26
9/25/21,41,Papi's Home,Drake,8,8,2
9/25/21,42,Arcade,Duncan Laurence,54,30,23
9/25/21,43,Cold Beer Calling My Name,Jameson Rodgers Featuring Luke Combs,56,43,11
9/25/21,44,Rumors,Lizzo Featuring Cardi B,55,4,5
9/25/21,45,Pipe Down,Drake,14,14,2
9/25/21,46,A-O-K,Tai Verdes,60,46,11
9/25/21,47,Country Again,Thomas Rhett,52,42,20
9/25/21,48,Thot Shit,Megan Thee Stallion,57,16,14
9/25/21,49,Late At Night,Roddy Ricch,59,20,15
9/25/21,50,Wockesha,Moneybagg Yo,62,33,21
9/25/21,51,Buy Dirt,Jordan Davis Featuring Luke Bryan,74,51,6
9/25/21,52,Waves,Luke Bryan,48,24,13
9/25/21,53,Range Brothers,Baby Keem & Kendrick Lamar,,53,1
9/25/21,54,Race My Mind,Drake,18,18,2
9/25/21,55,Love Again,Dua Lipa,69,54,9
9/25/21,56,I Was On A Boat That Day,Old Dominion,61,56,11
9/25/21,57,7am On Bridle Path,Drake,16,16,2
9/25/21,58,Moon,Kanye West,50,17,3
9/25/21,59,Wild Side,Normani Featuring Cardi B,83,14,9
9/25/21,60,Every Chance I Get,DJ Khaled Featuring Lil Baby & Lil Durk,64,20,20
9/25/21,61,Whole Lotta Money,BIA Featuring Nicki Minaj,68,16,10
9/25/21,62,Memory I Don't Mess With,Lee Brice,70,62,8
9/25/21,63,Life Support,YoungBoy Never Broke Again,,63,1
9/25/21,64,Meet Me At Our Spot,THE ANXIETY: WILLOW & Tyler Cole,,64,1
9/25/21,65,Sharing Locations,Meek Mill Featuring Lil Baby & Lil Durk,63,22,3
9/25/21,66,2055,Sleepy Hallow,75,51,9
9/25/21,67,Woman,Doja Cat,80,67,7
9/25/21,68,Lonely,DaBaby X Lil Wayne,,68,1
9/25/21,69,You Time,Scotty McCreery,72,69,7
9/25/21,70,Gyalis,Capella Grey,82,70,7
9/25/21,71,Skate,Silk Sonic (Bruno Mars & Anderson .Paak),67,14,7
9/25/21,72,IMY2,Drake Featuring Kid Cudi,22,22,2
9/25/21,73,Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,79,53,21
9/25/21,74,My Boy,Elvie Shane,89,70,12
9/25/21,75,Off The Grid,Kanye West,41,11,3
9/25/21,76,Yebba's Heartbreak,Drake & Yebba,24,24,2
9/25/21,77,Drinkin' Beer. Talkin' God. Amen.,Chase Rice Featuring Florida Georgia Line,71,24,16
9/25/21,78,Get Along Better,Drake Featuring Ty Dolla $ign,27,27,2
9/25/21,79,Cold As You,Luke Combs,76,76,7
9/25/21,80,Volvi,Aventura x Bad Bunny,77,22,7
9/25/21,81,Memory,Kane Brown X blackbear,86,50,10
9/25/21,82,Todo de Ti,Rauw Alejandro,73,32,16
9/25/21,83,You Only Live Twice,Drake Featuring Lil Wayne & Rick Ross,25,25,2
9/25/21,84,Lalisa,Lisa,,84,1
9/25/21,85,Get Into It (Yuh),Doja Cat,88,68,6
9/25/21,86,Fountains,Drake Featuring Tems,26,26,2
9/25/21,87,Yonaguni,Bad Bunny,84,10,15
9/25/21,88,Don't Go Yet,Camila Cabello,93,42,8
9/25/21,89,Single Saturday Night,Cole Swindell,90,26,20
9/25/21,90,In Da Getto,J Balvin & Skrillex,,90,2
9/25/21,91,Thinking 'Bout You,Dustin Lynch Featuring Lauren Alaina Or MacKenzie Porter,94,91,5
9/25/21,92,You Should Probably Leave,Chris Stapleton,92,63,11
9/25/21,93,Summer Of Love,Shawn Mendes & Tainy,96,48,4
9/25/21,94,Baddest,"Yung Bleu, Chris Brown & 2 Chainz",100,80,7
9/25/21,95,Come Through,H.E.R. Featuring Chris Brown,,64,14
9/25/21,96,We Didn't Have Much,Justin Moore,81,41,13
9/25/21,97,Ain't Shit,Doja Cat,97,24,12
9/25/21,98,Cold Heart (PNAU Remix),Elton John & Dua Lipa,,81,2
9/25/21,99,Jail,Kanye West,58,10,3
9/25/21,100,Knowing You,Kenny Chesney,,87,5
9/18/21,1,Way 2 Sexy,Drake Featuring Future & Young Thug,,1,1
9/18/21,2,Girls Want Girls,Drake Featuring Lil Baby,,2,1
9/18/21,3,Fair Trade,Drake Featuring Travis Scott,,3,1
9/18/21,4,Champagne Poetry,Drake,,4,1
9/18/21,5,Knife Talk,Drake Featuring 21 Savage & Project Pat,,5,1
9/18/21,6,Stay,The Kid LAROI & Justin Bieber,2,1,9
9/18/21,7,In The Bible,Drake Featuring Lil Durk & Giveon,,7,1
9/18/21,8,Papi's Home,Drake,,8,1
9/18/21,9,TSU,Drake,,9,1
9/18/21,10,Love All,Drake Featuring JAY-Z,,10,1
9/18/21,11,No Friends In The Industry,Drake,,11,1
9/18/21,12,N 2 Deep,Drake Featuring Future,,12,1
9/18/21,13,Bad Habits,Ed Sheeran,3,2,11
9/18/21,14,Pipe Down,Drake,,14,1
9/18/21,15,Good 4 U,Olivia Rodrigo,4,1,17
9/18/21,16,7am On Bridle Path,Drake,,16,1
9/18/21,17,Butter,BTS,1,1,16
9/18/21,18,Race My Mind,Drake,,18,1
9/18/21,19,Kiss Me More,Doja Cat Featuring SZA,5,3,22
9/18/21,20,Industry Baby,Lil Nas X & Jack Harlow,7,2,7
9/18/21,21,Fancy Like,Walker Hayes,9,9,12
9/18/21,22,IMY2,Drake Featuring Kid Cudi,,22,1
9/18/21,23,Levitating,Dua Lipa,8,2,49
9/18/21,24,Yebba's Heartbreak,Drake & Yebba,,24,1
9/18/21,25,You Only Live Twice,Drake Featuring Lil Wayne & Rick Ross,,25,1
9/18/21,26,Fountains,Drake Featuring Tems,,26,1
9/18/21,27,Get Along Better,Drake Featuring Ty Dolla $ign,,27,1
9/18/21,28,Save Your Tears,The Weeknd & Ariana Grande,14,1,39
9/18/21,29,Hurricane,Kanye West,6,6,2
9/18/21,30,Montero (Call Me By Your Name),Lil Nas X,15,1,24
9/18/21,31,Deja Vu,Olivia Rodrigo,13,3,23
9/18/21,32,Fucking Fans,Drake,,32,1
9/18/21,33,Heat Waves,Glass Animals,23,19,34
9/18/21,34,Essence,Wizkid Featuring Justin Bieber & Tems,19,13,10
9/18/21,35,The Remorse,Drake,,35,1
9/18/21,36,You Right,Doja Cat & The Weeknd,21,11,11
9/18/21,37,Take My Breath,The Weeknd,25,6,5
9/18/21,38,Need To Know,Doja Cat,24,14,13
9/18/21,39,Beggin',Maneskin,35,29,11
9/18/21,40,Leave Before You Love Me,Marshmello X Jonas Brothers,33,19,16
9/18/21,41,Off The Grid,Kanye West,11,11,2
9/18/21,42,Happier Than Ever,Billie Eilish,38,11,6
9/18/21,43,If I Didn't Love You,Jason Aldean & Carrie Underwood,50,15,7
9/18/21,44,Family Ties,Baby Keem & Kendrick Lamar,18,18,2
9/18/21,45,Pepas,Farruko,36,26,7
9/18/21,46,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),29,1,27
9/18/21,47,Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,31,1,25
9/18/21,48,Waves,Luke Bryan,37,24,12
9/18/21,49,Traitor,Olivia Rodrigo,39,9,16
9/18/21,50,Moon,Kanye West,17,17,2
9/18/21,51,Things A Man Oughta Know,Lainey Wilson,45,32,17
9/18/21,52,Country Again,Thomas Rhett,51,42,19
9/18/21,53,Chasing After You,Ryan Hurd With Maren Morris,47,34,19
9/18/21,54,Arcade,Duncan Laurence,44,30,22
9/18/21,55,Rumors,Lizzo Featuring Cardi B,32,4,4
9/18/21,56,Cold Beer Calling My Name,Jameson Rodgers Featuring Luke Combs,55,45,10
9/18/21,57,Thot Shit,Megan Thee Stallion,46,16,13
9/18/21,58,Jail,Kanye West,10,10,2
9/18/21,59,Late At Night,Roddy Ricch,48,20,14
9/18/21,60,A-O-K,Tai Verdes,56,52,10
9/18/21,61,I Was On A Boat That Day,Old Dominion,67,61,10
9/18/21,62,Wockesha,Moneybagg Yo,54,33,20
9/18/21,63,Sharing Locations,Meek Mill Featuring Lil Baby & Lil Durk,22,22,2
9/18/21,64,Every Chance I Get,DJ Khaled Featuring Lil Baby & Lil Durk,49,20,19
9/18/21,65,Ok Ok,Kanye West,12,12,2
9/18/21,66,Praise God,Kanye West,20,20,2
9/18/21,67,Skate,Silk Sonic (Bruno Mars & Anderson .Paak),57,14,6
9/18/21,68,Whole Lotta Money,BIA Featuring Nicki Minaj,60,16,9
9/18/21,69,Love Again,Dua Lipa,66,54,8
9/18/21,70,Memory I Don't Mess With,Lee Brice,78,70,7
9/18/21,71,Drinkin' Beer. Talkin' God. Amen.,Chase Rice Featuring Florida Georgia Line,61,24,15
9/18/21,72,You Time,Scotty McCreery,82,72,6
9/18/21,73,Todo de Ti,Rauw Alejandro,69,32,15
9/18/21,74,Buy Dirt,Jordan Davis Featuring Luke Bryan,84,74,5
9/18/21,75,2055,Sleepy Hallow,62,51,8
9/18/21,76,Cold As You,Luke Combs,80,76,6
9/18/21,77,Volvi,Aventura x Bad Bunny,72,22,6
9/18/21,78,Junya,Kanye West,16,16,2
9/18/21,79,Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,79,53,20
9/18/21,80,Woman,Doja Cat,76,68,6
9/18/21,81,We Didn't Have Much,Justin Moore,65,41,12
9/18/21,82,Gyalis,Capella Grey,74,71,6
9/18/21,83,Wild Side,Normani Featuring Cardi B,71,14,8
9/18/21,84,Yonaguni,Bad Bunny,73,10,14
9/18/21,85,Believe What I Say,Kanye West,28,28,2
9/18/21,86,Memory,Kane Brown X blackbear,75,50,9
9/18/21,87,Blue Note$ II,Meek Mill Featuring Lil Uzi Vert,,87,1
9/18/21,88,Get Into It (Yuh),Doja Cat,81,68,5
9/18/21,89,My Boy,Elvie Shane,87,70,11
9/18/21,90,Single Saturday Night,Cole Swindell,83,26,19
9/18/21,91,Jonah,Kanye West,27,27,2
9/18/21,92,You Should Probably Leave,Chris Stapleton,91,63,10
9/18/21,93,Don't Go Yet,Camila Cabello,89,42,7
9/18/21,94,Thinking 'Bout You,Dustin Lynch Featuring Lauren Alaina Or MacKenzie Porter,93,91,4
9/18/21,95,Jesus Lord,Kanye West,26,26,2
9/18/21,96,Summer Of Love,Shawn Mendes & Tainy,85,48,3
9/18/21,97,Ain't Shit,Doja Cat,88,24,11
9/18/21,98,Motley Crew,Post Malone,86,13,9
9/18/21,99,Remote Control,Kanye West,40,40,2
9/18/21,100,Baddest,"Yung Bleu, Chris Brown & 2 Chainz",94,80,6
9/11/21,1,Butter,BTS,7,1,15
9/11/21,2,Stay,The Kid LAROI & Justin Bieber,1,1,8
9/11/21,3,Bad Habits,Ed Sheeran,2,2,10
9/11/21,4,Good 4 U,Olivia Rodrigo,3,1,16
9/11/21,5,Kiss Me More,Doja Cat Featuring SZA,4,3,21
9/11/21,6,Hurricane,Kanye West,,6,1
9/11/21,7,Industry Baby,Lil Nas X & Jack Harlow,5,2,6
9/11/21,8,Levitating,Dua Lipa,6,2,48
9/11/21,9,Fancy Like,Walker Hayes,11,9,11
9/11/21,10,Jail,Kanye West,,10,1
9/11/21,11,Off The Grid,Kanye West,,11,1
9/11/21,12,Ok Ok,Kanye West,,12,1
9/11/21,13,Deja Vu,Olivia Rodrigo,8,3,22
9/11/21,14,Save Your Tears,The Weeknd & Ariana Grande,10,1,38
9/11/21,15,Montero (Call Me By Your Name),Lil Nas X,9,1,23
9/11/21,16,Junya,Kanye West,,16,1
9/11/21,17,Moon,Kanye West,,17,1
9/11/21,18,Family Ties,Baby Keem & Kendrick Lamar,,18,1
9/11/21,19,Essence,Wizkid Featuring Justin Bieber & Tems,13,13,9
9/11/21,20,Praise God,Kanye West,,20,1
9/11/21,21,You Right,Doja Cat & The Weeknd,12,11,10
9/11/21,22,Sharing Locations,Meek Mill Featuring Lil Baby & Lil Durk,,22,1
9/11/21,23,Heat Waves,Glass Animals,33,19,33
9/11/21,24,Need To Know,Doja Cat,14,14,12
9/11/21,25,Take My Breath,The Weeknd,16,6,4
9/11/21,26,Jesus Lord,Kanye West,,26,1
9/11/21,27,Jonah,Kanye West,,27,1
9/11/21,28,Believe What I Say,Kanye West,,28,1
9/11/21,29,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),15,1,26
9/11/21,30,God Breathed,Kanye West,,30,1
9/11/21,31,Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,18,1,24
9/11/21,32,Rumors,Lizzo Featuring Cardi B,17,4,3
9/11/21,33,Leave Before You Love Me,Marshmello X Jonas Brothers,21,19,15
9/11/21,34,Heartbreak Anniversary,Giveon,19,16,29
9/11/21,35,Beggin',Maneskin,29,29,10
9/11/21,36,Pepas,Farruko,26,26,6
9/11/21,37,Waves,Luke Bryan,24,24,11
9/11/21,38,Happier Than Ever,Billie Eilish,22,11,5
